responsable,direccion,unidadejec,codigounico,idunidadejec,disa,provincia,horaatencion,id,categoria,telefeno,idred,situacion,clasificacion,departamento,inicioactividad,codigounico2,nombrerazonsocial,idautosanit,distrito,ubigeo,tipodocumentocategoria,estado,institucion,red,condicion,fecha_inspecion,tipo,numerocategoria,microred,inspecion,idmicrored,query_primary,query_secondary,query_fallback,latitude,longitude,geocode_source,geocode_confidence,geocode_level,geocode_status,geocode_notes,geocode_priority,geocode_query_used,geocode_attempts,geocode_provider,geocode_timestamp,geocode_display_name,geocode_type,geocode_importance,geocode_bbox,lat_round,lon_round
,OTROS CASERIO PICHONES BAJO-LAS LOMAS CASERIO PICHONES BAJO-LAS LOMAS LAS LOMAS PIURA PIURA,,10421,,,PIURA,,10398,,,,,,PIURA,,10421,PUESTO DE SALUD PICHONES BAJO,,LAS LOMAS,200111,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD PICHONES BAJO, LAS LOMAS, PIURA, PIURA, PERU","OTROS CASERIO PICHONES BAJO-LAS LOMAS CASERIO PICHONES BAJO-LAS LOMAS LAS LOMAS PIURA PIURA, LAS LOMAS, PIURA, PIURA, PERU","LAS LOMAS, PIURA, PIURA, PERU",-4.7076581,-80.1040871,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAS LOMAS, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:14:36.499195,"Las Lomas, Piura, Perú",administrative,0.3504960478298851,"['-4.8305878', '-4.5851075', '-80.3711757', '-80.0084531']",-4.70766,-80.10409
,OTROS CASERIO SAUSAL DEL QUIROZ - AYABACA CASERIO SAUSAL DEL QUIROZ - AYABACA AYABACA AYABACA PIURA,,18426,,,AYABACA,,18079,,,,,,PIURA,,18426,PUESTO DE SALUD SAUSAL DEL QUIROZ,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD SAUSAL DEL QUIROZ, AYABACA, AYABACA, PIURA, PERU","OTROS CASERIO SAUSAL DEL QUIROZ - AYABACA CASERIO SAUSAL DEL QUIROZ - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6400714,-79.7152245,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"AYABACA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:14:49.009918,"Ayabaca, Distrito de Ayabaca, Ayabaca, Piura, Perú",town,0.3107481395685246,"['-4.6800714', '-4.6000714', '-79.7552245', '-79.6752245']",-4.64007,-79.71522
,OTROS CASERIO ANIA - AYABACA CASERIO ANIA - AYABACA AYABACA AYABACA PIURA,,19836,,,AYABACA,,19445,,,,,,PIURA,,19836,PUESTO SALUD ANIA,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO SALUD ANIA, AYABACA, AYABACA, PIURA, PERU","OTROS CASERIO ANIA - AYABACA CASERIO ANIA - AYABACA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6400714,-79.7152245,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"AYABACA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:14:58.395999,"Ayabaca, Distrito de Ayabaca, Ayabaca, Piura, Perú",town,0.3107481395685246,"['-4.6800714', '-4.6000714', '-79.7552245', '-79.6752245']",-4.64007,-79.71522
,CARRETERA PANAMERICANA NORTE PIURA A SULLANA 21 CARRETERA PIURA A SULLANA SULLANA SULLANA PIURA,,24065,,,SULLANA,,22701,,,,,,PIURA,,24065,PUESTO DE SALUD CIENEGUILLO SUR ALTO,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CIENEGUILLO SUR ALTO, SULLANA, SULLANA, PIURA, PERU","CARRETERA PANAMERICANA NORTE PIURA A SULLANA 21 CARRETERA PIURA A SULLANA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:15:10.823358,"Sullana, Piura, 20100, Perú",city,0.4313318996474294,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']",-4.89006,-80.68736
,OTROS ASENTAMIENTO HUMANO JUAN VALER SANDOVAL S/N CH 01 ASENTAMIENTO HUMANO JUAN VALER SANDOVAL DE PAITA PAITA PAITA PIURA,,24958,,,PAITA,,23544,,,,,,PIURA,,24958,"CENTRO DE SALUD ""JUAN VALER SANDOVAL""",,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD ""JUAN VALER SANDOVAL"", PAITA, PAITA, PIURA, PERU","OTROS ASENTAMIENTO HUMANO JUAN VALER SANDOVAL S/N CH 01 ASENTAMIENTO HUMANO JUAN VALER SANDOVAL DE PAITA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.0851637,-81.1136793,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAITA, PAITA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:15:16.817470,"Paita, Piura, Perú",city,0.4237761158482558,"['-5.2451637', '-4.9251637', '-81.2736793', '-80.9536793']",-5.08516,-81.11368
,CALLE SECTOR A E 12 NUEVA ESPERANZA CERCA AL CENTRO DE SALUD DE NUEVO SULLANA SULLANA SULLANA PIURA,,24988,,,SULLANA,,23749,,,,,,PIURA,,24988,"CENTRO DE SALUD MENTAL COMUNITARIO ""JESÚS REDENTOR""",,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""JESÚS REDENTOR"", SULLANA, SULLANA, PIURA, PERU","CALLE SECTOR A E 12 NUEVA ESPERANZA CERCA AL CENTRO DE SALUD DE NUEVO SULLANA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:15:23.521615,"Sullana, Piura, 20100, Perú",city,0.4313318996474294,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']",-4.89006,-80.68736
,CALLE SECTOR A E 12 BELLAVISTA SULLANA PIURA,,25214,,,SULLANA,,23752,,,,,,PIURA,,25214,"CENTRO DE SALUD MENTAL COMUNITARIO ""MADRE DEL PERPETUO SOCORRO""",,BELLAVISTA,200602,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""MADRE DEL PERPETUO SOCORRO"", BELLAVISTA, SULLANA, PIURA, PERU","CALLE SECTOR A E 12 BELLAVISTA SULLANA PIURA, BELLAVISTA, SULLANA, PIURA, PERU","BELLAVISTA, SULLANA, PIURA, PERU",-4.8895143,-80.6758366,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"BELLAVISTA, SULLANA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:15:33.082985,"Bellavista, Sullana, Piura, Perú",administrative,0.3101761662023189,"['-4.8982773', '-4.8810410', '-80.6830079', '-80.6680761']",-4.88951,-80.67584
,CAMINO AFIRMADO ASENTAMIENTO HUMANO ALAN GARCIA MZ. 29 29 1 EX HOSPITAL LAS MERCEDES DE PAITA PAITA PAITA PIURA,,25892,,,PAITA,,24365,,,,,,PIURA,,25892,CENTRO DE SALUD MENTAL COMUNITARIO SAN ALFONSO,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO SAN ALFONSO, PAITA, PAITA, PIURA, PERU","CAMINO AFIRMADO ASENTAMIENTO HUMANO ALAN GARCIA MZ. 29 29 1 EX HOSPITAL LAS MERCEDES DE PAITA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.0851637,-81.1136793,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAITA, PAITA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:15:39.239812,"Paita, Piura, Perú",city,0.4237761158482558,"['-5.2451637', '-4.9251637', '-81.2736793', '-80.9536793']",-5.08516,-81.11368
,JIRÓN SALITRAL SN 1 AL COSTADO DEL COLISEO TAMBO GRANDE PIURA PIURA,,27663,,,PIURA,,26189,,,,,,PIURA,,27663,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN GERARDO""",,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN GERARDO"", TAMBO GRANDE, PIURA, PIURA, PERU","JIRÓN SALITRAL SN 1 AL COSTADO DEL COLISEO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:15:45.345436,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']",-4.91502,-80.35616
,AVENIDA A 514 1 1 TALARA ALTA ANTES DE LLEGAR AL PEAJE DE TALARA PARIÑAS TALARA PIURA,,28678,,,TALARA,,27202,,,,,,PIURA,,28678,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN CLEMENTE""",,PARIÑAS,200701,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""SAN CLEMENTE"", PARIÑAS, TALARA, PIURA, PERU","AVENIDA A 514 1 1 TALARA ALTA ANTES DE LLEGAR AL PEAJE DE TALARA PARIÑAS TALARA PIURA, PARIÑAS, TALARA, PIURA, PERU","PARIÑAS, TALARA, PIURA, PERU",-4.488083,-81.0619503,NOMINATIM,LOW,FALLBACK,SUCCESS,,PRIMARY,"PARIÑAS, TALARA, PIURA, PERU",3,NOMINATIM,2026-05-16T03:15:54.739617,"Pariñas, Talara, Piura, 20811, Perú",administrative,0.3140788844789178,"['-4.6686075', '-4.3078027', '-81.2987907', '-80.8285156']",-4.48808,-81.06195
,"OTROS COMUNIDAD CAMPESINA DE CHOCAN, SECTOR TABLAS - AYABACA S/N CARRETERA ENTRE HUACHUMA Y TABLAS AYABACA AYABACA PIURA",,28663,,,AYABACA,,27207,,,,,,PIURA,,28663,PUESTO DE SALUD TABLAS,,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD TABLAS, AYABACA, AYABACA, PIURA, PERU","OTROS COMUNIDAD CAMPESINA DE CHOCAN, SECTOR TABLAS - AYABACA S/N CARRETERA ENTRE HUACHUMA Y TABLAS AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6400714,-79.7152245,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"AYABACA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:01.059861,"Ayabaca, Distrito de Ayabaca, Ayabaca, Piura, Perú",town,0.3107481395685246,"['-4.6800714', '-4.6000714', '-79.7552245', '-79.6752245']",-4.64007,-79.71522
,OTROS ASENTAMIENTO HUMANO CIUDAD ROJA S2 08 ASENTAMIENTO HUMANO CIUDAD ROJA PAITA PAITA PIURA,,28853,,,PAITA,,27509,,,,,,PIURA,,28853,HOGAR PROTEGIDO,,PAITA,200501,,ACTIVO,,,ACTIVO,,,,,,,"HOGAR PROTEGIDO, PAITA, PAITA, PIURA, PERU","OTROS ASENTAMIENTO HUMANO CIUDAD ROJA S2 08 ASENTAMIENTO HUMANO CIUDAD ROJA PAITA PAITA PIURA, PAITA, PAITA, PIURA, PERU","PAITA, PAITA, PIURA, PERU",-5.0851637,-81.1136793,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAITA, PAITA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:07.228870,"Paita, Piura, Perú",city,0.4237761158482558,"['-5.2451637', '-4.9251637', '-81.2736793', '-80.9536793']",-5.08516,-81.11368
,AVENIDA FERNANDO BELAUNDE TERRY P 3 CARRETERA AYABACA PAIMAS AYABACA PIURA,,31459,,,AYABACA,,29832,,,,,,PIURA,,31459,"CENTRO DE SALUD MENTAL COMUNITARIO ""EL BUEN SAMARITANO""",,PAIMAS,200207,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""EL BUEN SAMARITANO"", PAIMAS, AYABACA, PIURA, PERU","AVENIDA FERNANDO BELAUNDE TERRY P 3 CARRETERA AYABACA PAIMAS AYABACA PIURA, PAIMAS, AYABACA, PIURA, PERU","PAIMAS, AYABACA, PIURA, PERU",-4.6534463,-80.0176435,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"PAIMAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:13.365147,"Paimas, Ayabaca, Piura, Perú",administrative,0.3245597611328047,"['-4.7426463', '-4.5645567', '-80.1534199', '-79.8770704']",-4.65345,-80.01764
,CALLE RODRIGUEZ 31 1 CERCA AL CENTRO DE SALUD QUERECOTILLO SULLANA PIURA,,31452,,,SULLANA,,29833,,,,,,PIURA,,31452,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR DE CHOCAN""",,QUERECOTILLO,200607,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR DE CHOCAN"", QUERECOTILLO, SULLANA, PIURA, PERU","CALLE RODRIGUEZ 31 1 CERCA AL CENTRO DE SALUD QUERECOTILLO SULLANA PIURA, QUERECOTILLO, SULLANA, PIURA, PERU","QUERECOTILLO, SULLANA, PIURA, PERU",-4.7434023,-80.61271,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"QUERECOTILLO, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:18.841132,"Querecotillo, Sullana, Piura, Perú",administrative,0.3146179042636486,"['-4.8652950', '-4.6217402', '-80.6808261', '-80.5092579']",-4.7434,-80.61271
,CAMINO AFIRMADO NUEVA ESPERANZA LL 22 URBANIZACION POPULAR NUEVA ESPERANZA SULLANA SULLANA PIURA,,31453,,,SULLANA,,29834,,,,,,PIURA,,31453,HOGAR PROTEGIDO DE SULLANA,,SULLANA,200601,,ACTIVO,,,ACTIVO,,,,,,,"HOGAR PROTEGIDO DE SULLANA, SULLANA, SULLANA, PIURA, PERU","CAMINO AFIRMADO NUEVA ESPERANZA LL 22 URBANIZACION POPULAR NUEVA ESPERANZA SULLANA SULLANA PIURA, SULLANA, SULLANA, PIURA, PERU","SULLANA, SULLANA, PIURA, PERU",-4.8900643,-80.6873604,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SULLANA, SULLANA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:24.092679,"Sullana, Piura, 20100, Perú",city,0.4313318996474294,"['-5.0500643', '-4.7300643', '-80.8473604', '-80.5273604']",-4.89006,-80.68736
,OTROS CASERIO EL CONVENTO - MALINGAS ALTO TAMBO GRANDE PIURA PIURA,,33302,,,PIURA,,31748,,,,,,PIURA,,33302,PUESTO DE SALUD EL CONVENTO,,TAMBO GRANDE,200114,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD EL CONVENTO, TAMBO GRANDE, PIURA, PIURA, PERU","OTROS CASERIO EL CONVENTO - MALINGAS ALTO TAMBO GRANDE PIURA PIURA, TAMBO GRANDE, PIURA, PIURA, PERU","TAMBO GRANDE, PIURA, PIURA, PERU",-4.9150244,-80.3561593,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"TAMBO GRANDE, PIURA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:29.232737,"Tambo Grande, Piura, Perú",administrative,0.3728855590490345,"['-5.1472871', '-4.6832285', '-80.6299550', '-80.0768047']",-4.91502,-80.35616
,"OTROS COMUNIDAD CAMPESINA ""VIRGEN DEL ROSARIO"" PILLO - SECTOR CANALES SAPILLICA AYABACA PIURA",,33304,,,AYABACA,,31749,,,,,,PIURA,,33304,PUESTO DE SALUD CANALES,,SAPILLICA,200208,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD CANALES, SAPILLICA, AYABACA, PIURA, PERU","OTROS COMUNIDAD CAMPESINA ""VIRGEN DEL ROSARIO"" PILLO - SECTOR CANALES SAPILLICA AYABACA PIURA, SAPILLICA, AYABACA, PIURA, PERU","SAPILLICA, AYABACA, PIURA, PERU",-4.7814669,-79.9901191,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"SAPILLICA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:33.957389,"Sapillica, Ayabaca, Piura, Perú",administrative,0.3378692872294172,"['-4.8691953', '-4.6946132', '-80.0967579', '-79.8775937']",-4.78147,-79.99012
,OTROS CASERIO ARRENDAMIENTOS LAGUNAS AYABACA PIURA,,33303,,,AYABACA,,31750,,,,,,PIURA,,33303,PUESTO DE SALUD ARRENDAMIENTOS,,LAGUNAS,200204,,ACTIVO,,,ACTIVO,,,,,,,"PUESTO DE SALUD ARRENDAMIENTOS, LAGUNAS, AYABACA, PIURA, PERU","OTROS CASERIO ARRENDAMIENTOS LAGUNAS AYABACA PIURA, LAGUNAS, AYABACA, PIURA, PERU","LAGUNAS, AYABACA, PIURA, PERU",-4.7830205,-79.8468326,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"LAGUNAS, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:38.948910,"Lagunas, Ayabaca, Piura, Perú",administrative,0.3347868108024497,"['-4.8794297', '-4.6869395', '-79.9201934', '-79.7695879']",-4.78302,-79.84683
,AVENIDA CACERES 109 FRENTE A LA COMISARIA AYABACA AYABACA PIURA,,35130,,,AYABACA,,33193,,,,,,PIURA,,35130,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR CAUTIVO DE AYABACA""",,AYABACA,200201,,ACTIVO,,,ACTIVO,,,,,,,"CENTRO DE SALUD MENTAL COMUNITARIO ""SEÑOR CAUTIVO DE AYABACA"", AYABACA, AYABACA, PIURA, PERU","AVENIDA CACERES 109 FRENTE A LA COMISARIA AYABACA AYABACA PIURA, AYABACA, AYABACA, PIURA, PERU","AYABACA, AYABACA, PIURA, PERU",-4.6400714,-79.7152245,CACHE,LOW,FALLBACK,SUCCESS,,PRIMARY,"AYABACA, AYABACA, PIURA, PERU",2,NOMINATIM,2026-05-16T03:16:44.383004,"Ayabaca, Distrito de Ayabaca, Ayabaca, Piura, Perú",town,0.3107481395685246,"['-4.6800714', '-4.6000714', '-79.7552245', '-79.6752245']",-4.64007,-79.71522
